id_centro_vacunacion,id_ubigeo,nombre,latitud,longitud,entidad_administra,id_eess
1877,1680,C.S.PILCUYO,-16.110269873,-69.553914636,MINSA,0
1997,1680,P.S. SARAPI ARROYO,-16.129951976,-69.52276709,MINSA,0
1730,1680,C.S. CHIPANA,-16.072368382,-69.505144029,MINSA,0
1740,1680,PLAZA DE ARMAS PILCUYO,-16.110516407,-69.55428478,MINSA,0
1743,1680,P.S. SAN PEDRO DE HUAYLLATA,-16.025950028,-69.450365788,MINSA,0
1868,1680,P.S. MARCUYO,-16.137248348,-69.534861799,MINSA,0
1726,1715,CENTRO DE SALUD ANANEA,-14.677689571,-69.541067135,,0
2360,1773,I.E. 0292,-6.3921,-76.6381,MINSA,0
3871,1773,CC.NN KACHIPAMPA,-6.4882,-76.6319,,0
3431,1773,I.E. 0353,-6.4849,-76.5859,MINSA,0
3888,199,LOZA DEPORTIVA CABANA,-8.393295901,-78.009078262,,0
3952,199,LOZA DEPORTIVA SANTA ROSA,-8.364006338,-78.004029003,,0
1684,306,C.S COYLLURQUI - COTABAMBAS,-13.836530621,-72.432280164,,0
2515,333,PLAZA DE ARMAS VIRUNDO - GRAU,-14.245598403,-72.680383291,MINSA,0
1923,407,ESTADIO  DE ICHUPAMPA,-15.650499,-71.686724,DIRESA,0
4491,407,P.S. ICHUPAMPA,-15.649685,-71.686197,,0
4470,418,PARQUE LA ALAMEDA,-16.3602905,-72.1899135,,0
684,418,Colegio Almirante Miguel Grau,-16.35885611,-72.18918668,ESSALUD,0
685,418,Colegio San Antonio,-16.35549481,-72.18730324,ESSALUD,0
686,418,Colegio San Juan Bautista,-16.37601597,-72.19876137,ESSALUD,0
687,418,I.E. Tecnico Agropecuario De La Colina,-16.34386114,-72.17776743,ESSALUD,0
2851,625,SAN ANDRES DE CUTERVO,-6.2330924,-78.7362845,,0
2595,680,Institución educativa primaria andabamba 10636,-6.6628356,-78.817248,,0
527,738,I.E. Almirante Miguel Grau Checacupe,-14.027808,-71.45365,MINSA,0
3129,774,KIRIGUETI,-11.5767853,-73.1279059,DIRESA,0
3130,774,KAMISEA,-11.719484,-72.9453184,MINSA,0
4367,838,IPRESS - P.S. CALLANMARCA,-12.8668394,-74.6246716,,0
4339,862,C.S. ANCO,-12.6479481,-74.5697617,,0
4341,862,P.S. MANZANAYOCC,-12.6449141,-74.5652306,,0
855,1193,I.E. Jose Maria Arguedas - AGALLPAMPA,-7.98106,-78.54479,,0
3860,1225,Losa gras sintético -SANAGORAN,-7.786222,-78.141853,MINSA,0
55,1306,Puesto de Salud Punta Hermosa,-12.33750237,-76.82598365,MINSA,0
873,1525,I.E. Almirante Miguel Grau,-16.648502,-71.024055,MINSA,0
4408,1618,I.E. 19 DE JUNIO,-4.8613478,-80.6840121,,0
4477,1618,POLI DEPORTIVO SALITRAL,-4.8597563,-80.6835636,,0
2727,1792,I.E. 00123,-5.99,-77.2774,MINSA,0
2905,44,IEP. BRAULIO CAMPORREDONDO,-6.16651301,-78.325756836,MINSA,0
3577,118,IE. 86223 SATA MARIA - HUASTA - MR. CHIQUIAN,-10.125983935,-77.148067958,MINSA,0
3578,118,IE. 86253 CELSO GARRO VALDERRAMA - PAMPAN - HUASTA - MR. CHIQUIAN,-10.119775426,-77.157444737,MINSA,0
3579,118,LOCAL COMUNAL - QUERO - HUASTA - MR. CHIQUIAN,-10.149314102,-77.059528141,MINSA,0
3580,118,IE. VIRGEN PEREGRINA - POCPA - HUASTA - MR. CHIQUIAN,-10.193140161,-77.003162712,MINSA,0
2527,331,PLAZA DE ARMAS  TURPAY - GRAU,-14.243672607,-72.605996519,MINSA,0
1944,348,I.E. SANTISIMA VIRGEN DE CHAPI,-16.5625727,-71.3646986,DIRESA,0
2623,348,I.E. SANTISIMA VIRGEN DE CHAPI,-16.5625727,-71.3646986,DIRESA,0
2624,348,CPVCMN NUEVO SAN JOSE DE UZUÑA,-16.5529469,-71.3582613,DIRESA,0
3219,365,HUACAPUY,-16.6021186,-72.7489759,DIRESA,0
1913,365,II.EE. JULIO ERNESTO PORTUGAL ESCOBEDO,-16.6009259,-72.7535282,,0
3026,655,CASA COMUNAL CHUCO,-7.319661586,-78.095021858,,0
3023,655,COLISEIO CERRADO SAN MARCOS,-7.337574405,-78.168583636,MINSA,0
3025,658,COLISEO CERRADO PAUCAMARCA,-7.27301719,-78.160257589,MINSA,0
2163,840,IPRESS - P.S. CHINCHO,-13.0219085,-74.3475043,MINSA,0
2198,840,CASA COMUNAL VILLOCC - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2199,840,CASA COMUNAL - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2202,840,CASA COMUNAL MIRAFLORES - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2214,840,CASA COMUNAL YANACHOCCE - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2240,840,IPRESS - P.S. LLAMOCCTACHI,-12.9911259,-74.3352858,MINSA,0
3858,1227,I.E. Ciro Alegría N° 80148 - SARTIMBAMBA,-7.6992453,-77.7437254,MINSA,0
567,1232,I.E. San Geronimo De Mollepata,-8.19370544,-77.95681583,MINSA,0
3707,1232,PUESTO SATELITE MOLLEPATA - MOLLEPATA,-8.193748768,-77.956918136,MINSA,0
3168,1242,IE. Nº 80636 LUIS VALLE GOICOCHEA  - GUADALUPITO,-8.9496891,-78.6237052,,0
3306,1242," POLIDEPORTIVO ""LA AMISTAD"" - GUADALUPITO",-8.949006262,-78.622636831,MINSA,0
2424,1391,COMPLEJO DEPORTIVO SAN MATEO,-11.75722,-76.298115,MINSA,0
181,1545,Coliseo De Paragsha,-10.67409,-76.26697,DIRESA,0
2002,1545,LOCAL COMUNAL DE LA COOPERATIVA DE RANCAS,-10.6403301,-76.3256947,,0
174,1562,34226 Reverendo Padre Jose Egg,-10.07169,-75.550384,MINSA,0
3415,1562,CASA CULTURAL,-10.071949655,-75.551577866,MINSA,0
1927,1669,POLIDEPORTIVO SAN GABAN,-13.4407616,-70.4040579,,0
2031,1706,CENTRO DE SALUD NUÑOA,-14.477143779,-70.640509185,,0
1627,1706,COLISEO MUNICIPAL DE NUÑOA,-14.459403834,-70.649656201,,0
4184,1764,I.E 0271 PAMASHTO,-6.3611,-76.5425,,0
4067,1764,CC.NN ALTO CHURU YACU MOLOSHO,-6.4483467,-76.5395633,,0
4068,1764,CC.NN ANAK CHURUYAKU,-6.4359161,-76.5471206,,0
4292,1764,CC.NN SHACAPA,-6.4308333,-76.5621667,,0
3953,1764,CC.NN SHUKSHUYAKU,-6.4238833,-76.4900917,,0
158,1764,I.E. 0256,-6.42392888,-76.508081,DIRESA,0
159,1764,I.E. Martín De La Riva,-6.41792137,-76.52804735,MINSA,0
3728,1764,CC.NN WAYKU,-6.423688,-76.52261,,0
3729,1764,CC.NN ALTO SHAMBUYAKU,-6.3459614,-76.5331341,,0
3731,1764,CC.NN SHAMBULOA,-6.456602,-76.503097,,0
3910,1764,CC.NN NARANJAL,-6.4013383,-76.4828883,,0
3915,1764,I.E 0372 Bilingue CC.NN SOLO,-6.4431,-76.5707,,0
3918,1764,CC.NN ANAK JUANJUYSILLO,-6.3816533,-76.497265,,0
3919,1764,CC.NN RUMICALLPA,-6.3738958,-76.5629539,,0
2038,1764,HOSPITAL II-E LAMAS,-6.4160917,-76.5178497,,0
3593,1765,I.E 0198,-6.238625,-76.78023,,0
3711,1765,I.E 0352,-6.272695,-76.77173,MINSA,0
4192,1765,LOCAL COMUNAL,-6.3953797,-76.7515284,,0
2602,177,COMPLEJO DEPORTIVO DE CATUCANCHA,-9.099591672,-77.798314984,,0
2603,177,I.E. CARHUA,-9.1500994,-77.809301312,,0
3157,177,I.E. CARHUA,-9.149508878,-77.808088954,MINSA,0
3158,177,I.E. INICIAL HUANAYO,-9.174393656,-77.795658339,MINSA,0
3159,177,FRONTIS P.S. ACOYO,-9.187697888,-77.803501661,MINSA,0
3161,177,CENTRO DE VIGILANCIA HUAMANCAYAN,-9.125071448,-77.822305831,MINSA,0
3162,177,I.E. SAN JUAN,-9.111795536,-77.799516614,MINSA,0
4317,261,C.S. ANDARAPA,-13.5282057,-73.3669337,,0
2131,261,I.E. SAN FRANCISCO DE ASIS,-13.5262,-73.3689,DIRESA,0
2133,261,I.E.P Nro 54122 LOS CHANKAS,-13.5556279,-73.3430363,DIRESA,0
2391,317," "" GRAS SINTETICO DE RANRACANCHA""",-13.5364734,-73.5947459,,0
4270,317,ESTABLECIMIENTO - RANRACANCHA,-13.5324161,-73.6054615,,0
2921,317," "" GRAS SINTETICO DE RANRACANCHA""",-13.5322776,-73.605314,,0
575,344,Parque Tematico Independencia,-16.37978455,-71.51348385,ESSALUD,0
480,344,Coliseo Coperativa 14,-16.38695857,-71.51272992,ESSALUD,0
481,344,Piscina De La Familia Miraflorina,-16.38047522,-71.50900045,ESSALUD,0
482,344,Plaza Del Porvenir,-16.37445041,-71.50436688,ESSALUD,0
483,344,Plaza Mayta Capac,-16.39454294,-71.52209738,ESSALUD,0
3516,454,I.E. LARAMATE,-13.028589758,-74.379602672,,0
3517,454,I.E. INCA GARCILAZO DE LA VEGA -ATACOCHA,-13.048631394,-74.330652161,,0
3533,454,CASA COMUNAL SAN PEDRO DE CACHI,-13.08432902,-74.393742578,,0
3564,461,I.E 7 DE JUNIO,-13.45333566,-74.383767813,,0
3565,461,I.E. VALENTIN PAÑAGUA - PUNKUPATA,-13.465882125,-74.39978208,,0
3567,461,I.E. CUCHUQUESERA,-13.449492797,-74.329398089,,0
3493,489,I.E. SAN MARTIN,-12.946622863,-74.019293818,,0
2942,599,I.E 10557,-6.48867431,-78.972190225,DIRESA,0
2943,599,COLEGIO EZEQUIEL SANCHEZ QUERRERO,-6.442143216,-78.924594434,DIRESA,0
2998,674,"Centro de Salud ""Agua Blanca""",-7.0447054,-79.0608764,DIRESA,0
2171,813,MUNICIPIO CENTRO POBLADO DE JATUNPAMPA,-12.4746583,-75.0522376,,0
2204,813,TAMBO( CARRETERA LUQUIA CONAYCA),-12.4927338,-75.0473821,DIRESA,0
2205,813,PUESTO DE SALUD DE TOTORA,-12.4746583,-75.0522376,DIRESA,0
2208,813,ESTADIO MUNICIPAL CUENCA,-12.4331949,-75.0386463,DIRESA,0
4459,981,I.E.QUEROPALCA,-10.1816771,-76.8045971,,0
4463,991,I.E.ILLATHUPA,-9.7054114,-76.7033471,,0
3147,1204,I.E. 80400 - JEQUETEPEQUE,-7.3379244,-79.5634361,,0
3148,1205,IESTP Jorge Desmaison - PACASMAYO,-7.4054685,-79.5677643,,0
3149,1205,I.E. 80404 Pacasmayo,-7.401529,-79.5709544,,0
3150,1205,Sindicato Cemento Pacasmayo,-7.4036887,-79.5645562,MINSA,0
1839,1274,Institución Educativa-Inca Garcilazo de Vega-Morrope,-6.540011902,-80.014529017,,0
54,1322,Polideportivo Villa El Salvador,-12.19994896,-76.9577498,MINSA,0
678,1322,Parque Zonal Huáscar,-12.23167838,-76.92820839,MINSA,0
2471,1344,IEP Nº20130 JESUS REY,-12.52614,-76.5452105,DIRESA LIMA,0
3752,1475,"I.E.P.S.M 601014 ""REPUBLICA DEL PERU"" BAJO AMAZONAS",-3.9091249,-70.517187,,0
1802,1475,I.S.T. MARISCAL RAMON CASTILLA,-3.9091249,-70.517187,,0
2001,1544,ESTADIO YARUSYACAN,-10.5737744,-76.2363248,,0
4026,1577,PLATAFORMA DEPORTIVA MUNICIPAL DE FRIAS,-4.9418395,-79.9640322,DIRESA,0
4027,1577,TAMBO,-4.9314952,-79.9476913,DIRESA,0
4030,1577,SALON COMUNAL DE CULCAS,-4.970448,-79.9037998,DIRESA,0
4031,1577,SALON COMUNAL DE POCLUS,-4.96462,-79.9522988,DIRESA,0
3584,139,IE MARISCAL LUZURIAGA,-9.4740972,-78.294416,MINSA,0
3585,139,IE SANTA ISABEL DE HUNGRIA,-9.4698815,-78.3038368,MINSA,0
3586,139,COLEGIO PABLO SEXTO,-9.4593738,-78.2965998,MINSA,0
3587,139,COMPLEJO MUNICIPAL DEPORTIVO CASMA,-9.4740505,-78.3018764,MINSA,0
3588,139,ASILO SAN JOSÉ,-9.4686879,-78.3154982,MINSA,0
3687,139,IE 88101 CESAR ABRAHAM VALLEJO MENDOZA,-9.4752935,-78.2978741,,0
3688,139,IE CESAR ABRAHAM VALLEJO MENDOZA,-9.4755031,-78.2970285,,0
3689,139,LOCAL COMUNAL DE VILLA HERMOSA,-9.4561566,-78.2945855,,0
3544,147,I.E SANTIAGO ANTUNEZ DE MAYOLO - LA PAMPA,-8.660666344,-77.901683508,MINSA,0
3751,173,PLAZA DE ARMAS - HUATA,-9.016366096,-77.861314843,,0
2977,173,COLEGIO VIRGEN DE LAS MERCEDES N° 86500,-9.033848071,-77.886905045,,0
2980,173,COLEGIO LUIS TORRES SALAZAR N° 86499,-9.016015556,-77.864893731,,0
3101,179,I.E 86486 VICTOR FLORES CORTEZ,-8.865567,-77.9136872,,0
3105,179,I.E 86487 SIMON BOLIVAR PALACIOS,-8.8459788,-77.9231112,,0
3591,185,PUESTO DE SALUD LLAMA,-8.9146292,-77.2979782,,0
3213,198,PUESTO DE SALUD SAN SANTIAGO DE CHILCAS,-10.439457164,-77.368942817,MINSA,0
3281,389,40352 BENJAMIN GOMEZ YANCAPALLO,-15.2861111,-72.3751944,,0
2847,626,SAN JUAN DE CUTERVO,-6.1652726,-78.5989826,MINSA,0
2791,747,COMPLEJO DEPORTIVO CHAMACA,-14.3005171,-71.8497212,,0
2783,748,I.E. INTEGRADO DE COLQUEMARCA,-14.2859567,-72.0411425,,0
3787,977,MINICOMPLEJO YUYAPICHIS,-9.6279206,-74.9751415,MINSA,0
404,1118,Centro De Salud Yauyos,-11.780757,-75.499816,MINSA,0
719,1118,I.E. Enrique Gomez Espinoza,-11.780217,-75.497982,,0
720,1123,Colegio Rafael Gastelua,-11.2512363,-74.6395445,MINSA,0
405,1123,Coliseo Shirampari,-11.253396,-74.6374927,MINSA,0
3703,1123,INTITUCION ED UCATIVA PARTICULAR PARROQUIAL,-11.2530462,-74.638304,MINSA,0
203,1171,I.E. Mariscal Ramon Castilla,-7.71414658,-79.10748633,MINSA,0
3469,1209,ANFITEATRO MUNICIPAL CHILIA,-8.1243632,-77.5146453,MINSA,0
3470,1209,PLAZA DE ARMAS HUAYAUCITO - CHILLIA,-8.1371599,-77.5390127,MINSA,0
3483,1252,LOCAL COMUNAL MACUACO,-6.8021249,-79.2376852,MINSA,0
1834,1252,Institución Educativa-Abelardo Quiñonez-Oyotun,-6.845947631,-79.301422176,,0
4198,1380,LOCAL COMUNAL LANGA,-12.1247394,-76.4198366,,0
3629,1380,LOCAL COMUNAL DE ESCOMARCA,-12.18093,-76.35662,MINSA,0
3635,1380,LOCAL COMUNAL DE ORCOCOTO,-12.11604,-76.43071,MINSA,0
192,1617,I.E.P 14861,-4.83970612,-80.64875856,MINSA,0
823,1617,"I.E. N° 14860 ""los Tallanes""",-4.839706118,-80.64875856,,0
4423,1617,COLISEO MUNICIPAL - LANCONES,-4.6412047,-80.548861,,0
4402,1617,"I.E. N° 14860 ""LOS TALLANES""",-4.8403937,-80.650726,,0
2054,1312,IPD COMPLEJO DEPORTIVO,-11.9561811,-76.9879902,MINSA,0
9,1312,Clínica San Juan Bautista - Grupo San Pablo,-12.0083098,-77.00355589,,0
46,1312,Parque Zonal Huiracocha,-12.0083098,-77.00355589,MINSA,0
4083,1312,INSTITUCIÓN EDUCATIVA VALLE HERMOSO,-11.9080172,-76.965986,,0
4139,1312,LOCAL COMUNAL EL MIRADOR,-11.8905473,-76.9601652,,0
3753,1312,IE. SANTO DOMINGO,-11.90026,-76.96073,DIRESA LIMA,0
550,1312,Estadio Monumental Anexo 22 San Antonio,-11.921603,-76.955551,MINSA,0
552,1312,I.E Niños Del Paraiso,-12.00277168,-76.98754835,MINSA,0
553,1312,I.E. Antenor Orrego,-11.87897935,-76.95216494,MINSA,0
521,1312,Universidad César Vallejo - Sede Sjl,-11.98137745,-77.00023088,MINSA,0
249,1312,Clínica San Miguel Arcangel (Sjl),-11.970351714,-77.001719363,MINSA,0
2284,1352,ESTADIO MUNICIPAL DE PACARAN MAXIMILIANO SANTOS,-12.8775491,-76.0683294,MINSA,0
4150,1352,FRONTIS DEL ESTABLECIMIENTO DE PACARAN,-12.8671443,-76.0524769,,0
4153,1352,ESTADIO MUNICPAL DE PACARAN,-12.8775491,-76.0683294,,0
3644,1383,LOCAL COMUNAL JUAN VELASCO,-11.9257,-76.65343,MINSA,0
3645,1383,MODULO DE SALUD DE CUPICHE,-11.92086,-76.6109,MINSA,0
3612,1395,P.S SANGALLAYA,-12.1609511,-76.2290777,MINSA,0
3613,1395,P.S HUANCATA,-12.18492,-76.24044,MINSA,0
3614,1395,P.S QUIRIPA,-12.15798,-76.23982,MINSA,0
3615,1395,LOZA DEPORTIVA ALLOCA,-12.2754488,-76.2578112,MINSA,0
3639,1399,FRONTIS DEL P.S TUNA,-11.9834193,-76.525316,MINSA,0
316,1406,Estadio Segundo Aranda Torres,-11.1022896,-77.6054335,MINSA,0
648,1406,Loza Deportiva La Esperanza,-11.0997,-77.6061,DIRESA,0
2719,1406,REDHUAURAOYON,-11.098667692,-77.608418275,MINSA,0
2485,1406,Red Huaura Oyon,-11.1005932,-77.6084142,MINSA,0
2486,1406,Est,-11.1005932,-77.6084142,MINSA,0
915,1406,Centro De Salud Hualmay,-11.095153,-77606349,MINSA,0
742,1406,Estadio La Hoyada,-11.08662,-77.60389,MINSA,0
743,1406,Loza Deportiva De La Esperanza,-11.0997,-77.6061,,0
2445,1425,PLAZA PRINCIPAL DE CACRA,-12.8123953,-75.7829987,,0
3975,1425,FRONTIS DEL ESTABLECIMIENTO,-12.810442772,-75.898216963,DIRESA LIMA,0
2459,1425,PLAZA PRINCIPAL DE CACRA,-12.8123953,-75.7829987,,0
1783,1456,COLEGIO PRIMARIA 60071 ANDRES.A.CARDO FRANCO,-3.4991911,-73.0416369,,0
4487,1629,C.S I-2 VICE,-5.4189153,-80.7758642,,0
2722,1750,0191,-7.128653453,-76.650255135,MINSA,0
160,1775,I.E. Carlos Wiesse,-7.18007,-76.7354,DIRESA,0
161,1775,I.E. Cesar Vallejo,-7.1802,76.7297,DIRESA,0
162,1775,I.E. La Inmaculada,-7.1795,-76.7298,DIRESA,0
786,1835,Ex Escuela Tecnica De La Policia,-17.61537391,-70.77208584,,0
3495,143,IE 88127 SAN PEDRO - CORONGO,-8.567999031,-77.896861879,MINSA,0
3850,184,LOZA DEPORTIVA DE SANACHGAN,-8.80591,-77.281409,,0
3596,184,PUESTO DE SALUD SANACHGAN,-8.80591,-77.281409,,0
3690,184,PUESTO DE SALUD PARCO,-8.7701455,-77.3039329,,0
3691,184,CAMPO DEPORTIVO DE PARCO,-8.7701455,-77.3039329,,0
3951,207,LOZA DEPORTIVA PAMPAS,-8.193810492,-77.893610562,,0
3954,207,PARAGON,-8.195700725,-77.896121109,,0
3955,207,C.P. PARAGON,-8.177080976,-77.838858234,,0
3956,207,CC.PP. CONSUZO,-8.175222514,-77.849667536,,0
3957,207,CC.PP. COCHACONCHUCOS,-8.243731972,-77.883064947,,0
3958,207,PELAGATOS,-8.195849395,-77.898760403,,0
3959,207,CC.PP. PELAGATOS,-8.175091424,-77.807421231,,0
3960,207,CASERIO DE JONGOS,-8.130597248,-77.786757493,,0
3961,207,CC.PPP. TILACO,-8.234316357,-77.883300924,,0
3776,207,PUESTO DE SALUD PAMPAS,-8.194010931,-77.892768348,,0
3778,207,UCHUPAMPA,-8.075379424,-77.666269507,,0
3779,207,MONGON,-8.119128502,-77.653756703,,0
3782,207,PUYALLI,-8.172302485,-77.920761222,,0
2684,212,I.E N° 84018 PAROBAMBA NUEVO,-8.696881157,-77.418060656,DIRESA,0
484,356,Ii Ee La Campiña (4 De Octubre Y Lara),-16.45685754,-71.51788142,DIRESA,0
485,356,Iiee La Pampa - Corazon De Jesus,-16.48748885,-71.51925344,DIRESA,0
486,356,Villa Olimpica Socabaya Al Lado De La Piscina,-16.44315308,-71.53183098,DIRESA,0
763,356,Ii Ee 40199,-16.44725377,-71.53323855,DIRESA,0
1959,356,COLEGIO SAN LUIS GONZAGA (CIRCA - 4 DE OCTUBRE Y LARA),-16.4568575,-71.5178814,DIRESA,0
1635,359,P.S. Yuramayo,-16.448989662,-71.921344877,DIRESA,0
1636,359,I.E. Victor Raul Haya De La Torre,-16.467043935,-71.936412879,DIRESA,0
762,359,I.E.Heroes Del Cenepa,-16.57534985,-71.93174356,DIRESA,0
3531,455,CASA COMUNAL DE SOCOS,-13.221914613,-74.312489271,,0
3534,455,CASA COMUNAL SAN RAFAEL,-13.182116539,-74.310853725,,0
3535,455,CASA COMUNAL SANTA ROSA DE COCHABAMBA,-13.165149376,-74.295545012,,0
117,460,"I.E ""maria Parado De Bellido""",-13.63038833,-74.142245,DIRESA,0
2936,593,MERCADO DE ABASTOS CHADIN,-6.425364557,-78.411303486,DIRESA,0
4433,887,PLAZA DE ARMAS TAMBO,-13.6895592,-75.2746851,,0
2207,887,TAMBO Y ANEXOS,-13.6891917,-75.2753168,DIRESA,0
3351,1239,I.E N° 82331 - SAYAPULLO,-7.5945415,-78.4661827,MINSA,0
3352,1239, I.E N° 82337 - PORVENIR - BRIGADA MOVIL,-7.5702137,-78.5353911,MINSA,0
3355,1239,BRIGADA MOVIL -TOTORA - SAYAPULLO,-7.56742,-78.37844,MINSA,0
1815,1248,Condominio-Jockey Club - Auna-La Victoria,-6.790575168,-79.841165136,,0
13,1318,ESTACIONAMIENTO MUNICIPAL - DISTRITO SANTA MARIA DEL MAR,-12.405311,-76.7737752,MINSA,0
2605,1318,PS VILLA MERCEDES,-12.3935119,-76.7744081,LIMA SUR,0
3637,1384,PLAZA CENTRAL DE TUPICOCHA,-12.00062,-76.47375,MINSA,0
2103,1416,PLAZA DE ARMAS DE CAUJUL,-10.8056909,-76.9787818,MINSA,0
2105,1417,LOCAL COMUNAL DE COLCAPAMPA,-10.8629379,-77.1293605,MINSA,0
1732,1514,I.E. ELENA BERTHA - IÑAPARI,-10.9546668,-69.5785925,DIRESA,0
3763,1521,I.E. CESAR VIZCARRA VARGAS,-16.740088212,-70.70564605,MINSA,0
889,1521,Plaza De Armas De Calacoa,-16.73935,-70.68336,,0
1981,1555,I.E. JOSE CARLOS MARIATEGUI,-10.474809055,-76.353451211,,0
168,1808,I.E. Francisco Izquierdo Rios,-6.47921802,-76.3784328,MINSA,0
1623,1808,Universidad Nacional San Martin (Ciudad Universitaria),-6.484709856,-76.377962883,,0
839,27,Colegio Fe Y Alegria - LA PECA,-5.609089344,-78.437882322,,0
3907,137,SAN NICOLAS,-8.9777577,-77.1894908,,0
4314,274,C.S. CHICMO,-13.6572661,-73.4941017,,0
2047,274,I.E. GUILLERMO PINTO ISMODES,-13.6576,-73.4935,DIRESA,0
2048,274,I.E. 54674 NUESTRA SEÑORA DE GUADALUPE,-13.654288,-73.531654,DIRESA,0
2049,274,I.E. TRILCE,-13.6996,-73.5845,DIRESA,0
1624,305,C.S. COTABAMBAS - COTABAMBAS,-13.73294597,-72.390872607,,0
2053,360,COLEGIO  NUESTRA SEÑORA DE LA MERCED,-16.39018,-71.540125,PRIVADO,0
597,360,Coliseo de Yanahuara,-16.386661386,-71.542698618,ESSALUD,0
